StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DEM_1,DEM_2,DEM_3,DEM_4,Russia_False,Russia_False_Conf_1,Maine_True,Maine_true_Conf_1,Oxford_False,Oxford_False_Conf_1,Urchin_True,Urchin_True_Conf_1,Ostrich_False,Ostrich_False_Conf_1,Lungfish_True,Lungfish_True_Conf_1,Eiffel_False,Eiffel_False_Conf_1,Drops_True,Drops_True_Conf_1,Everest_False,Everest_False_Conf_1,Insects_True,Insects_True_Conf_1,Texas_False,Texas_False_Conf_1,Alaska_True,Alaska_True_Conf_1,Water_False,Water_False_Conf_1,China_True,China_True_Conf_1,Tortoises_False,Tortoises_False_Conf_1,Pigs_True,Pigs_True_Conf_1,Russia_True,Russia_True_Conf_1,Maine_False,Maine_False_Conf_1,Oxford_True,Oxford_True_Conf_1,Urchin_False,Urchin_False_Conf_1,Ostrich_True,Ostrich_True_Conf_1,Lungfish_False,Lungfish_False_Conf_1,Eiffel_True,Eiffel_True_Conf_1,Drops_False,Drops_False_Conf_1,Everest_True,Everest_True_Conf_1,Insects_False,Insects_False_Conf_1,Texas_True,Texas_True_Conf_1,Alaska_False,Alaska_False_Conf_1,Water_True,Water_True_Conf_1,China_False,China_False_Conf_1,Tortoise_True,Tortoise_True_Conf_1,Pigs_False,Pigs_False_Conf_1,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,SS_Squash,GF1_Slot,DenNeglect,ProbMatch,WS_1,WS_2,WS_3,WS_4,WS_5,Num1,Num2,Num3,RI_1,RI_2,RI_3,RI_4,RI_5,EI_1,EI_2,EI_3,EI_4,EI_5,CintID,CintID - Topics
2018-03-06 14:43:50,2018-03-06 15:40:21,IP Address,*******,100,3390,True,2018-03-06 15:40:22,R_xf7zXz6qXI5qB0d,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Liberal,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,80,False,86,False,90,True,86,True,50,True,78,True,50,False,86,True,70,False,86,True,91,False,90,True,100,False,65,True,81,False,100,,Not at all profound,,,Fairly profound,,,Somewhat profound,Definitely profound,,,Definitely profound,,Fairly profound,,,,,,,9 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,populate,value,dream,brave,500,10,1 in 10,2,4,Definitely not true of myself 1,Definitely not true of myself 1,4,4,4,Not true or untrue 3,2,2,39f8a246-a2b8-ecae-1251-94d34b0b9498,
2018-03-06 15:25:25,2018-03-06 15:42:42,IP Address,*******,100,1037,True,2018-03-06 15:42:43,R_1I5vMZN3byshMb0,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,100,True,100,False,100,True,100,False,50,True,87,True,91,True,50,True,76,False,100,True,91,False,100,True,100,False,100,True,100,False,65,,,,,,Definitely profound,Fairly profound,Fairly profound,,,,,Fairly profound,,Definitely profound,,Fairly profound,,,,9 points,0,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,populate,,reference,daring,499,10,1 in 10,4,Not true or untrue 3,Definitely true of myself 5,Not true or untrue 3,Definitely true of myself 5,4,4,Definitely not true of myself 1,4,2,083d4cf7-6322-ba8d-d6e0-7a1608c05323,
2018-03-06 15:27:27,2018-03-06 15:42:45,IP Address,*******,100,918,True,2018-03-06 15:42:46,R_2tfKYlC3vY80nFN,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,College,Male,True,100,False,100,True,80,False,86,True,90,False,70,True,50,False,100,False,100,True,100,False,100,True,100,False,100,True,100,False,85,True,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,Definitely profound,,,,,,,,Not at all profound,,Definitely profound,Not at all profound,Fairly profound,,,,,,9 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,,reference,loud,500,10,1 in 10,4,Not true or untrue 3,2,Definitely not true of myself 1,Not true or untrue 3,4,4,Not true or untrue 3,Definitely not true of myself 1,2,6824de75-8c63-2954-cf62-e80f056338a0,
2018-03-06 15:40:54,2018-03-06 15:42:57,IP Address,*******,100,122,True,2018-03-06 15:42:58,R_BFEXU7juqTZboc1,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Liberal,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,81,True,85,True,92,True,82,False,81,False,82,True,83,False,86,True,91,False,82,True,94,True,79,True,94,False,79,True,100,True,89,Definitely profound,,,,Definitely profound,,,,,,,Fairly profound,,,,Definitely profound,Definitely profound,,Fairly profound,,9 points,3,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",elapse,prominent,inducement,eulogy,outgoing,100,5,1 in 100,Definitely true of myself 5,4,4,4,Not true or untrue 3,4,4,Not true or untrue 3,4,4,380f06f1-fdbc-c775-e4e6-3024cec6d527,
2018-03-06 15:08:15,2018-03-06 15:43:55,IP Address,*******,100,2139,True,2018-03-06 15:43:56,R_2akqGarXTLI5fky,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Liberal,College,Male,False,100,False,95,False,100,False,100,False,63,False,74,False,100,False,100,False,97,True,100,False,88,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,,,,,Not at all profound,,Somewhat profound,,,,Fairly profound,,,Very profound,,,Fairly profound,15 points,40,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,,whim,reference,loud,20,50,1 in 10,4,4,Not true or untrue 3,4,Definitely true of myself 5,4,Not true or untrue 3,2,2,2,9ec505a2-9f64-11da-2eb5-33ee1a6ca67a,
2018-03-06 15:39:15,2018-03-06 15:43:59,IP Address,*******,100,284,True,2018-03-06 15:44:00,R_3n2bn5XdKUfNPn5,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,85,True,100,False,100,True,67,False,61,True,77,True,85,False,70,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,,Definitely profound,Fairly profound,,,,,Fairly profound,Fairly profound,,Fairly profound,,,,,,,,Fairly profound,,9 points,1,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",elapse,populate,whim,dream,loud,1,1,1 in 1000,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Note true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,77d2bf81-757a-4183-3996-89f97940c555,
2018-03-06 15:35:02,2018-03-06 15:44:24,IP Address,*******,100,562,True,2018-03-06 15:44:25,R_1GwUpV3WishmEbh,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,18-24,Very Conservative,High School,Male,False,96,False,98,False,97,False,94,False,97,True,92,True,97,True,97,False,96,False,98,False,98,True,96,False,96,False,95,False,97,True,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,Definitely profound,,Definitely profound,Very profound,,,,Not at all profound,,,,,,Definitely profound,,9 points,10,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",efface,free,inducement,reference,smart,100,10,1 in 1000,Not true or untrue 3,Definitely true of myself 5,4,4,Definitely true of myself 5,4,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,d89f00e6-b0a9-fb3c-74f1-36b4becd003d,
2018-03-06 15:38:56,2018-03-06 15:46:10,IP Address,*******,100,433,True,2018-03-06 15:46:11,R_31ZXuNbDdSGnTvi,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Conservative,Some College,Male,False,87,False,97,True,100,False,88,False,100,True,87,False,100,False,76,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,Not at all profound,,,,,,Not at all profound,,Fairly profound,,,,,,,Fairly profound,Somewhat profound,,9 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,value,reference,outgoing,500,10,1 in 10,4,Not true or untrue 3,Not true or untrue 3,2,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,2,2,2,ace12158-a986-df0a-0a4f-17ca72fc9d82,
2018-03-06 14:57:12,2018-03-06 15:46:40,IP Address,*******,100,2967,True,2018-03-06 15:46:41,R_XZBUYdb2lXDzhol,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98,True,100,False,100,True,80,True,91,True,100,True,90,False,80,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,,Not at all profound,Not at all profound,,,,,Fairly profound,,,Fairly profound,,,,Somewhat profound,,,,,Fairly profound,9 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,whim,reference,daring,167,10,1 in 10,Definitely true of myself 5,Not true or untrue 3,Definitely not true of myself 1,Definitely true of myself 5,Definitely true of myself 5,Note true or untrue 3,Not true or untrue 3,4,Not true or untrue 3,Definitely not true of myself 1,519b7472-f5b2-2319-7065-42b0b6e1c5af,
2018-03-06 15:36:26,2018-03-06 15:47:01,IP Address,*******,100,634,True,2018-03-06 15:47:02,R_2dL7Xpji2MORLUR,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Liberal,Graduate Degree or Higher,Female,False,55,False,100,True,90,False,76,False,55,True,55,False,59,True,56,False,90,True,93,False,100,True,86,False,60,True,95,False,76,True,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,Fairly profound,,,,,,Somewhat profound,,,,Fairly profound,Somewhat profound,,,,Somewhat profound,,,15 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,come,value,reference,daring,500,10,1 in 10,4,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,4,Note true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,5ca914ab-8bef-eca6-42bc-228241ef4372,
2018-03-06 15:29:30,2018-03-06 15:48:05,IP Address,*******,100,1114,True,2018-03-06 15:48:05,R_2E0MuzVN8CgEjen,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,100,True,90,False,100,False,100,False,85,False,100,True,100,False,80,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,96,,,,,,,Not at all profound,,Somewhat profound,,,,Fairly profound,,,Somewhat profound,,,Somewhat profound,Fairly profound,9 points,1,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,whim,reference,daring,500,10,1 in 10,4,4,2,2,Definitely true of myself 5,Note true or untrue 3,2,4,Not true or untrue 3,2,29cbadc8-d2e0-5901-20df-9be06cc0651f,
2018-03-06 15:25:54,2018-03-06 15:50:35,IP Address,*******,100,1481,True,2018-03-06 15:50:36,R_1C1sCde2Qtsi1o4,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Liberal,High School,Female,True,70,False,100,True,50,False,50,True,65,True,71,False,100,False,50,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,,Somewhat profound,,,Not at all profound,,Not at all profound,Not at all profound,,,,,,,,,,Not at all profound,,15 points,1,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,,,,,500,1,1 in 10,Definitely true of myself 5,4,4,Not true or untrue 3,4,4,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,4,ab2046e3-34aa-b025-cbf4-700b19498037,
2018-03-06 15:40:50,2018-03-06 15:50:41,IP Address,*******,100,590,True,2018-03-06 15:50:42,R_oYT96XWNEb85haV,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Conservative,Some High School,Male,True,100,True,100,True,75,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,,Not at all profound,,Not at all profound,,Not at all profound,,Not at all profound,,,,Not at all profound,,,9 points,1,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",efface,populate,value,reference,smart,1,1,1 in 100,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,b34bafc0-4aa0-6e43-a0d7-99603c92fd14,
2018-03-06 15:37:50,2018-03-06 15:55:21,IP Address,*******,100,1050,True,2018-03-06 15:55:21,R_3ix22aNBXjmba7G,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Very Conservative,College,Female,True,100,False,100,True,100,True,60,False,76,False,60,True,60,True,60,False,100,True,100,False,76,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,,Not at all profound,,,,Somewhat profound,,Somewhat profound,,,,Fairly profound,,Somewhat profound,,,9 points,1,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,reference,outgoing,500,10,1 in 10,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,4,2,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,6f89e890-a92d-1158-6287-dea23d161d45,
2018-03-06 15:52:48,2018-03-06 15:59:34,IP Address,*******,100,405,True,2018-03-06 15:59:34,R_1LpvcRbO17afijU,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Conservative,College,Male,True,100,True,100,True,100,False,100,True,100,True,100,True,100,False,100,False,100,True,100,False,100,True,100,True,100,True,100,False,99,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,Fairly profound,,,Fairly profound,Fairly profound,,,Fairly profound,,,,,,,,,Fairly profound,,9 points,3,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,free,whim,dream,daring,20,100,1 in 10,4,4,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,Note true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,3dbf99b9-0fda-2f07-54ae-af94ef2fbb6d,
2018-03-06 15:51:38,2018-03-06 16:01:22,IP Address,*******,100,584,True,2018-03-06 16:01:23,R_1GDkyMNRReiSveV,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,50,False,50,False,51,True,50,False,50,True,50,True,51,False,50,True,51,False,85,True,51,False,86,False,76,False,75,False,76,False,50,Not at all profound,,,,,,Somewhat profound,Fairly profound,,,,Fairly profound,,,Somewhat profound,,,,,Not at all profound,9 points,0,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,,,,,60,10,1 in 10,4,2,4,2,2,Note true or untrue 3,Not true or untrue 3,4,Not true or untrue 3,4,33de4b99-b795-035e-348e-7df5403d8144,
2018-03-06 15:53:42,2018-03-06 16:01:45,IP Address,*******,100,483,True,2018-03-06 16:01:46,R_2dLS95mB46zwX0g,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Liberal,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,74,True,100,False,100,True,100,True,100,True,76,False,60,True,80,True,100,False,100,True,100,False,96,True,100,False,100,True,100,True,76,,Not at all profound,,,,Not at all profound,,,,Not at all profound,,,Fairly profound,,,,Not at all profound,,,Not at all profound,15 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,come,whim,reference,daring,500,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,Definitely not true of myself 1,2,2,Definitely not true of myself 1,4,b082c4bf-c8ea-8c1f-68a8-f2a95a23fe65,
2018-03-06 15:11:02,2018-03-06 16:05:33,IP Address,*******,100,3271,True,2018-03-06 16:05:34,R_2EbHcXzYGBXBXGq,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,Some College,Female,True,76,False,63,True,90,True,64,True,97,False,80,False,81,False,62,False,57,True,95,False,88,True,60,False,90,True,88,False,100,True,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,Somewhat profound,,,,Not at all profound,Very profound,Not at all profound,,,Somewhat profound,,,,,,,15 points,0,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,,,reference,loud,500,10,1 in 10,Not true or untrue 3,Definitely not true of myself 1,Definitely not true of myself 1,Not true or untrue 3,Not true or untrue 3,4,4,Not true or untrue 3,4,2,71862ba1-182c-3068-6db6-1dad3435a978,
2018-03-06 15:07:45,2018-03-06 16:14:15,IP Address,*******,100,3989,True,2018-03-06 16:14:16,R_Wqvx0ShbDQgq0yR,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Liberal,College,Male,True,75,False,85,True,92,False,80,True,75,True,75,False,70,True,86,False,100,True,100,False,91,True,98,False,100,True,100,False,95,True,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,,Very profound,,Somewhat profound,Fairly profound,,,Fairly profound,,,Somewhat profound,,,,,,9 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,populate,,reference,daring,500,10,1 in 10,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,2,41cc3957-d944-2e5a-2740-0fe7dc656e83,
2018-03-06 15:59:29,2018-03-06 16:18:48,IP Address,*******,100,1159,True,2018-03-06 16:18:49,R_3iIHzUrNQF1vxID,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Liberal,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,100,True,96,False,50,True,95,False,91,True,86,True,96,False,66,True,100,False,64,True,96,False,50,True,100,False,50,True,100,False,50,Definitely profound,Very profound,,,,,,,Definitely profound,,,,Fairly profound,Very profound,,Very profound,,,,,9 points,1,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,prominent,whim,reference,smart,100,10,1 in 10,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,4,4,4,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,35a9e7c4-2fa0-5e93-42d3-d182e65b9f1c,
